"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88"
"ARP~tas_iasd",-0.0215657579876062,0.14428824705769,-0.0352366635535971,0.00176306721748484,0.028635733414335,-0.0192740912200466,0.0634628376548187,-0.00508442465500956,-0.0151558243201861,0.0228295286366179,0.0643962998651727,-0.0253785931374004,0.0335278482895662,0.0336785320255542,0.00345374653227685,-0.115821534192499,0.0279772169600413,0.0019964773885475,0.00190321469313887,-0.00865766344108453,-0.00314653201303671,0.0558797575352558,-0.0171957039062156,-0.00722672179345067,0.00773150764267696,-0.0195581676990932,-0.0455454040763691,0.0310397713180803,-0.0351428312616108,-0.00811942973205899,-0.00962744459846426,0.00707617986959439,-0.0213231372155177,0.0374020124780993,0.00809536652779309,0.0376386463473572,0.0314661923417269,-0.00511901431336365,-0.049198828924806,-0.00728760887690223,0.0524917035932782,0.0627173574174206,0.00499729603712163,0.00852740171183907,-0.00999412259298783,0.0242703186133083,-0.00491258732040928,-0.00346060766857964,0.0362583086152636,-0.00984418143448854,-0.0621216003960736,0.00968789565259482,-0.0271922055875193,-0.00695275850990169,0.00689463843974329,0.0447559862805008,-0.0374697040037738,-0.000937881710076799,-0.0281377119045603,0.000800573227199302,-0.00198520916758775,-0.0592281316325174,0.0191984195918856,-0.0722600117268569,-0.0198713091161717,0.00565039247414049,-0.072090938895149,-0.00421785731874625,0.017824204166337,-0.00391930976538052,0.023894022760269,-0.00138857282760554,0.0378335291211645,-0.0215440772659684,-0.0622641334021838,0.023921996667435,-0.0344920974168219,0.0615520829891973,-0.0858789301614836,-0.0226961080686747,0.00696128960329043,0.0016469536632464,-0.0265986827680927,0.0435726006340955,-0.0782471735898135,0.0877667372099568,-0.0328447066043577,0.0495524948030111
"CAF~tas_iasd",-0.0176689544346926,0.151379764625726,0.00551420529129952,0.0276951264153674,-0.0224660454401824,0.022006113599701,-0.0186010343271618,0.00154668545604419,-0.00329441459854561,-0.0247160541228909,0.0683282537906539,0.00999809830101306,0.0335721563224355,0.0242786746143672,-0.00482033327545809,-0.0392156552926039,0.0402248839393485,0.0134148096414533,0.0227518491838275,-0.0147590906310451,-0.0223225512526634,0.0425076340288939,0.0131396627269241,-0.00694375519915881,0.0312266981409498,0.0201736370351401,-0.0360367795058335,0.021778896394133,-0.0407500527517193,0.0322352513417363,-0.00770991089832857,0.00505496213264989,0.0289234175277954,-0.00790758303622389,-0.0299162838911718,-0.0174396857791339,0.0169561718130985,0.021731107538332,-0.0388512545121264,0.040442453036157,0.00149638984699283,0.000495125944070701,-0.0262815282632554,0.0026221326671143,0.0578239677726159,0.000181063003287955,-0.00926250213379386,0.0559913582537045,-0.0419556231855302,0.0201443550685762,-0.0342910050450568,0.0214885940622978,0.0372790179485422,0.034298346059436,-0.00813973178302512,0.0360753901449287,-0.0635712058574827,-0.0184544872336562,0.0494370025717655,0.0394711428157459,0.0474450946025438,-0.00380864509957803,0.0619423537697747,0.062903578141193,0.0868446111778136,0.0313544895125739,-0.158151206430631,-0.0504685912252172,0.0486710257744734,-0.0799791387928434,0.0818128282536874,-0.0272874843453465,0.0204797238485533,-0.0843009531512616,0.00772657355957309,0.00775132838564315,0.157382056418563,0.0941584823634331,0.00351250533072293,-0.0529419273081815,0.0659115417712704,-0.0141168316005442,0.0190825942960889,-0.0122814406218901,0.0162008867873639,0.0269878692030178,0.0248229498793697,-0.0700877302411367
"CAU~tas_iasd",-0.0296598369466088,0.116730488410043,-0.0655474168898696,-0.038212254358274,0.0862840090343425,0.0657211798986641,0.0194256751496813,-0.078374113687134,-0.01277222737372,0.0644226320319682,-0.035307755508092,-0.0729373416113592,0.0184467474460724,0.0101790250064657,-0.0172291830433841,-0.0750249597006733,-0.0303417907089836,0.0187332551813679,-0.0163130828914728,-0.0873643602737713,-0.0798964551481696,0.0268947595700761,0.00692421707803282,-0.00772434138053005,0.0407979634801075,0.0171103100315618,-0.0598217070837737,0.0582115908067525,-0.00279807850299765,-0.0113596336963,0.0862950577263763,-0.0117904667000069,-0.000667248500845527,0.0208146314457722,0.0313224770145907,0.0143626039700355,0.00392922949863608,0.0441046355007258,0.0212240313895759,0.0191627318143024,0.0689885999460366,0.0652293139943867,0.11469685313895,-0.0347034868428221,0.0227062998004686,-0.0294763438864873,-0.0196860352547031,-0.0925577269484612,0.0848575270769745,-0.000899918014210585,0.00246243627204451,0.0106749681675427,0.0371909331325047,-0.0220970491007308,-0.00700485880789287,-0.0552039458671141,-0.0175537142214812,0.0377987182593328,-0.0595184297431598,0.00381753383341573,-0.0179367251993572,-0.035969320385862,-0.00994864323317101,0.0457244996345446,0.0513826871002161,-0.0623424693836959,-0.030196415985486,-0.0500793447026104,-0.0659419377629413,0.141577779677882,0.0239348404253841,0.139154767681759,-0.0967760696452069,0.0108820742121627,0.0630072611971703,-0.0248649321943157,-0.0424970509490642,-0.0735898014721735,-0.0155399259460686,0.0495824478371928,0.00253408424972736,0.00910098461761852,-0.041676359037019,-0.0140137805107341,0.0203034046018634,-0.0279660941180247,0.116762273745569,0.0687606844765793
"CNA~tas_iasd",-0.0310423760035085,0.1143767483834,-0.0404013153484754,-0.0220635650769855,-0.0358178239340661,-0.102162643304728,0.0243284456464616,-0.0189671970052858,-0.0887812583760498,0.0235432040014914,-0.0137166136932197,0.0638515623703578,0.0382478301465402,0.0366580500586521,-0.0653994284619602,0.191966876230024,-0.0511463119587144,0.0525937920354915,0.0438465902040805,-0.0365898589794466,-0.0688632321645064,-0.0833405491861812,-0.00207214224497895,-0.019638342441388,-0.0509630850386538,0.00171947829902455,0.0287795630734882,0.0042589847915619,0.0273359701199364,-0.0303267466939088,0.0468339218646147,0.0647112268107187,-0.247192136961053,-0.0549075488547376,0.0642783767924302,-0.0419471795941146,-0.060181127873122,-0.0019374491167011,0.0265859576455174,-0.0551173618077996,-0.172798391926154,-0.044757423012819,0.0117680561078604,0.0549231546840615,-0.0563626579382664,0.00669955051597547,0.0299787513411475,0.00904106034611265,0.00259135826039295,0.0371814173431914,0.0769843064901528,0.0652719471199284,-0.155054418172059,0.0308266394081096,-0.0311959135317235,0.0302662242397358,0.00629954809995508,-0.0482341305331221,-0.0548546906507026,0.0617590256292647,0.103021401575996,-0.077412307383082,-0.00383210554476066,-0.05638354850389,0.135671140203564,-0.0454948317570234,-0.00419955072257494,-0.0526076808104772,-0.0359678301333099,-0.0186952627179173,-0.0504176486108011,-0.128999544723094,-0.0503153524105346,-0.0477173161209298,-0.0239220743628718,0.0302398573452883,0.0754791213566737,0.0343559122395286,-0.00551196323145765,0.104474456433084,-0.12019373121005,0.168421029911138,0.0191282660245297,-0.081349183406521,0.0634359059179088,-0.0506598687857407,0.0189939961901072,0.112241098890915
"EAS~tas_iasd",-0.0167275363405719,0.145968856586163,-0.0402687992485894,0.0105896887708488,-0.0324472160763632,-0.0705238610734149,0.0139369750478299,0.0133387123154956,0.0191651593787052,-0.0297008203787696,0.022549924113262,-0.0197841291326661,0.00545932844096617,0.00681837210648563,-0.000937925531933985,-0.0493405735297903,-0.00189759960124342,0.0251039896537015,0.0348856975586454,0.0897796426338983,0.0347198271629601,0.0610923770003987,-0.0483228832799333,-0.0168897468318444,-0.0317710836370107,0.0243722424622432,0.0451743425592048,0.0205300920914704,-0.015617912437761,-0.0130173982837836,-0.00604752200058232,0.0151810223454372,0.0204654173443934,0.0493476571408588,-0.0157440368354746,0.0285754561165534,-0.0324008744074113,0.00403971827529025,0.0129338397683662,-0.0338574259221483,0.0173997882220694,-0.00593410593111601,-0.0469252866577748,0.0922382675334568,-0.0362786548236169,0.0319061205823225,-0.0313115564097247,0.0493291783624703,0.0222064372634984,-0.016791820879215,-0.0170732581733652,-0.0467120564490994,-0.0140510783856577,0.00831350447788192,-0.0536687026741227,0.0340795462281884,-0.0106946488522278,0.0303734814600565,-0.00795566669785102,0.10224122557864,-0.00217909516052141,0.00113768903653377,-0.0298851025337571,-0.0204037387230141,-0.142221038395835,-0.0144465195606194,0.0964271852109742,0.086471433751532,0.0324961476576186,-0.0385300605630709,-0.000282593610131008,6.78144452903901e-05,0.0733636907150171,0.0316036573142609,-0.104778821180577,0.0440734587154925,-0.0862117467357285,-0.0512121599066556,-0.0636176135736649,-0.00986843932144294,-0.0611057606838527,0.0829248135994097,-0.0624228409673582,-0.148122574128473,-0.045807531899092,0.115360981537603,0.0896208496991204,-0.0149778728891965
"EAU~tas_iasd",-0.0206045126596546,0.133941033868192,-0.0512369671698325,-0.0272726055257368,-0.0018931684005583,0.0861377709846285,-0.00293703682273859,-0.0601083888313754,-0.0584746161084178,0.0686042480667998,-0.0275500952789229,-0.0465003140626621,0.0404436375110816,0.0148962925235072,-0.0209797733618509,-0.019746482884764,-0.0140567254280907,0.00943760956936976,-0.0123667162438476,-0.0798843180113157,-0.0772746624560388,-0.0498704484237503,0.0726965637185043,-0.0271061031655981,0.0162997121363676,0.026012991083958,0.0180182915280387,0.0629774969470061,-0.0359670826252126,0.0324746959556752,0.140601464239695,0.00160560439367418,-0.00926744568346713,0.0335004590318854,0.0126629255804551,0.00602563319641958,0.0169000898028506,0.0378984550233956,0.0306144321976355,0.0124104001991549,-0.015129994095016,-0.0227248994158496,0.0135090391340132,-0.00241817953792138,0.0456573952981423,-0.0244778200841037,0.0018675789601436,0.00610563020633685,0.0216288128110123,-0.0183137134849633,0.000289665944591781,0.0471478323233185,-0.0572404600959558,-0.0918607840154834,0.0504846812083006,-0.0287512300470558,-0.00613225616230063,-0.0286759843275793,-0.0490484805211292,-0.0585364765314688,-0.0424702717637723,-0.0531396500903773,0.0769051097833017,0.0700232904178226,-0.0108943670640842,0.00388342580615231,0.0375635359242258,-0.0745739928281395,-0.0296172643592976,0.068143426878322,-0.0550371505525158,0.0559535490800799,-0.0829871676970717,-0.02327324313924,0.0193248057762491,-0.0660945402986029,0.015773593704892,-0.0961717336058395,-0.0372664588979292,0.0200032800325836,-0.056952614135053,0.0112268190156481,-0.0990546369222716,-0.0492873273610672,0.0041325524393576,0.0142720533450196,-0.0596594712567602,-0.0141755762444604
"ECA~tas_iasd",-0.0118124815663015,0.133104476967619,-0.0758229467914186,0.0170877943345758,0.0140231739765521,-0.0389940425762243,-0.0185583487986863,-0.0208084181618429,0.0891426528502259,-0.0424206629934685,0.0104289842053463,-0.0934213667145623,-0.073197482186723,0.00648332005916773,-0.000571112643968926,-0.0216275030066622,0.0779253142255266,0.019459718444857,0.0925261650516648,-0.0135322796702123,-0.00926714215457905,0.0735240894090186,-0.0581457513088908,-0.00822681037908926,-0.0480492776550773,0.0354967299338763,-0.0736485399536136,-0.0448265869129443,-0.0050010723438549,-0.075518307432072,0.00561582537707336,-0.0690400114529987,-0.0570809583711929,0.0648766228421973,-0.0578571860737826,0.019550179805124,0.0720153387687669,-0.0668453769038564,-0.00425796083855403,0.0119412435735725,0.0554308650365134,-0.0344195655119958,0.0291651539092221,0.0725339246446234,-0.034294033415757,-0.00642060452041784,-0.0130342010391203,0.0541696622792187,-0.00409967557986429,-0.0220379576317907,-0.0803993834685856,0.124070769666663,0.0397348997453747,0.113238418438144,0.00317054465533835,0.016885206404382,0.00315805514906785,0.106973797153718,0.00638321997051528,0.00248854094030766,-0.0403580637521844,0.033716429476927,-0.0390938882283962,-0.0880865178455335,0.00151491679376626,0.0879526330443438,0.0842562094999701,0.0233528891432467,-0.0219024648781528,-0.0126073243681722,-0.062430275640903,-0.0667460096644844,-0.0106113449751075,0.0899398283378429,-0.0745664000462536,0.0685495411951011,-0.0221873009672183,-0.136103153443177,0.0609496619887018,0.02808908146131,0.0247019632546098,0.0536319119239439,0.0248802938796188,-0.150456273851708,0.0156490575678579,0.008656564145855,-0.00904562178528124,-0.00835683510884384
"EEU~tas_iasd",0.00191329199652447,0.083582501304519,-0.0617723945829798,0.00872133020037384,0.0665630461220003,-0.191520292012834,-0.0625189722067816,-0.0734301912452934,-0.101392021610803,-0.0181073330381177,0.00604412385479323,-0.0176673124186752,-0.0230604523359156,0.0587436008981519,-0.0449088237615028,0.0624908363756899,-0.115212798257,-0.0155826673566719,-0.0469419106244973,-0.0293293900095638,0.0284282136275115,0.0426092998112925,-0.0374676722150095,-0.0438103420022197,-0.0261403108199723,0.00134897310108203,0.0722670157793988,0.0028802263812507,0.0269717371679337,-0.130475312599656,0.0330280438073417,0.00119556979128203,0.140593288364402,0.0363863145136657,0.263031539836923,-0.0667643286507786,-0.00971930691679885,-0.0208905894069622,-0.033715522803601,-0.0770069186233967,0.0939862594254207,0.0466751385001224,-0.00835873521544253,0.00734163608886455,-0.0810052680783348,-0.0600340819931571,-0.0089015409283185,0.0343330620448969,0.0594039579927916,-0.0447067456507137,0.164742076540813,0.0589123883042077,0.108744691580949,-0.0364314380361346,-0.0119519135349536,-0.0962240385147053,0.0258896485220074,0.0684150207570072,-0.0181554856024667,-0.154386303952312,0.0209633867231218,0.0964282970288289,-0.0295115561629778,0.125174978975146,-0.0580586047776352,0.0472248429346954,0.0545446538415963,0.13673890585211,0.0308468559923762,0.0538700812651005,0.0161509619053081,-0.0621014713728254,-0.1580389822483,-0.0554800685522733,-0.0344249861445396,0.0302228791045005,-0.104070930034649,0.0221152321308494,-0.0105166706745199,-0.0877354186133904,-0.0898940570624001,-0.0374961316640832,0.00438104074803459,0.132018245299193,0.175174584919502,0.0406618751620735,0.00578525314601717,-0.0632424973464438
"ENA~tas_iasd",-0.0204727500934507,0.128946825871544,-0.0360501782980087,-0.00066986102579192,-0.0608387544519535,-0.107646782657209,0.0283374081631717,0.059327085746676,0.0103102855013215,0.00627066449134498,0.0216492501218973,0.0263172758294602,0.129305937039236,0.0426792589684571,0.0178702772159901,0.0616464164885651,-0.0633613373975154,0.0284224897449184,0.00619780003235303,-0.00237095337334183,-0.0174758205684027,-0.0529282061644516,-0.0198800167519165,0.0351602080107628,0.00860645698312881,-0.0211078150390205,0.0233391864233816,0.00611230964846055,0.0252946589928488,0.0147115689381393,-0.00737024418149859,0.015059226339362,-0.0788718510653868,-0.0175179506105029,-0.0501888277386345,0.00575831600848504,0.01028354526139,-0.00641966266477159,0.0241504329702218,-0.0409535541948494,-0.0587519579634312,-0.0146847956362423,-0.103131800611603,0.077301624929523,0.003475217514311,0.0209420797987976,-0.0537807281076834,-0.0535965072971137,-0.066744917283206,-0.0358631119660763,0.0377258874092666,-0.074246507963828,-0.09201825701818,-0.0113179956891928,-0.0534498987434756,0.0744238073163401,0.0609811041305675,0.00175220049279745,-0.0208782811955287,0.0539904570459348,0.0252011747701513,-0.0843982476225578,0.117318569577363,-0.0222537499910879,0.0711312830692047,0.0312522212992468,-0.0321561987184373,-0.0375232504710698,0.0894034435841783,0.0178356321946154,-0.0723988398217093,0.0113906367304779,0.0460625525855014,0.0512379647696069,0.028433589312035,0.0309331388286402,-0.034015336353661,0.00754519272801091,-0.0171439139302675,-0.0169478675385246,0.0775942931399089,0.0276258416547991,0.103411695664819,0.0918012538599838,0.066726998401537,0.0635512719442784,0.0294747801241468,-0.0299864013471926
"ESAF~tas_iasd",-0.0220657938918614,0.14939289244257,-0.0168557042014532,0.00638092620967814,-0.0224636774833569,0.0556932312892917,-0.00862789075634685,-0.00695073399311884,0.00625066186344515,-0.0301009038235351,0.0203144597679779,0.0138130762129916,0.0593412814130321,0.0193029915075824,0.0124943089825209,-0.00179376243625354,-0.0421343514300087,-0.0034874917623322,0.0179784321329786,-0.0411564139676668,0.00908684459955909,-0.0187590339859248,0.0184705065871377,-0.0034284447192924,0.0638186304666733,0.0210968232350113,0.00377190432278643,0.0507693669304498,-0.0145198508303087,0.0675810628441188,0.0207311160068621,-0.00380513205268736,0.00946962978607543,0.0166641843016174,-0.0105201085083854,-0.0558697180810304,0.0555891124781607,0.026281511526871,0.0266598386152105,0.0439803397416211,-0.0207340966149178,0.0112717391266395,0.0145071793507821,-0.0104344390177009,-0.0196114094122428,-0.0677336110320616,0.0300537664331035,-0.0441288065383563,0.0237607503736523,-0.0136149170917838,0.0512594459984488,-0.0435961413147347,-0.0140452028807494,-0.0145241118409635,-0.0300983331512051,-0.0273963770566442,0.079582464629972,-0.0177846614432108,0.0407656226180318,-0.022992835432702,-0.0155192544943936,0.0209959626309096,0.0184984233696149,0.0333513693198913,-0.0263521941441214,0.0435296191979597,-0.00984214343555933,-0.0674674453352952,-0.0646491530162661,0.00873296422213509,0.0743987573102651,0.0411687048389307,0.103907317481596,0.0223087498604661,0.0698414561665082,-0.0545243272113428,-0.0451322618347353,0.0732051160725304,0.020461307021974,0.106134848893035,-0.0377962579283445,0.025099277518612,-0.0656256220766993,0.11487579978654,0.0333110224629712,0.01234735012049,-0.0301266811614357,-0.0478235305102168
