"subset_id","avg_closest_L2"
"subset1",8.25952480167371
"subset10",8.13344319133797
"subset100",9.78143334708528
"subset1000",8.51732798408426
"subset1001",8.93332845497082
"subset1002",8.67292782929805
"subset1003",7.73858659038481
"subset1004",8.40412654426525
"subset1005",8.20362185202473
"subset1006",9.17561847373209
"subset1007",8.36098786201234
"subset1008",9.02489644186776
"subset1009",8.79399437479912
"subset101",8.318227459908
"subset1010",7.97156241558358
"subset1011",8.65095448820697
"subset1012",8.40456892837036
"subset1013",7.8339562813952
"subset1014",7.60305421432656
"subset1015",8.26696279418198
"subset1016",8.67539687842068
"subset1017",7.98266262731238
"subset1018",8.64820258119282
"subset1019",8.4476978889523
"subset102",9.17902952592535
"subset1020",7.47134082027217
"subset1021",8.15073289289556
"subset1022",7.93637608191209
"subset1023",7.4611206787516
"subset1024",7.26061598651108
"subset1025",7.92615594039152
"subset1026",8.58570890860548
"subset1027",9.26510098122886
"subset1028",9.01104562518979
"subset1029",9.98023307406592
"subset103",9.05570761584757
"subset1030",9.92912728713925
"subset1031",10.3848219020731
"subset1032",8.06104492308035
"subset1033",7.80698956704127
"subset1034",8.48638163966466
"subset1035",9.22323431628328
"subset1036",8.33742039725751
"subset1037",9.51707970795227
"subset1038",9.05476869107217
"subset1039",8.66855618674043
"subset104",8.41153600808789
"subset1040",8.27042723107184
"subset1041",8.41847316035094
"subset1042",9.05415253756101
"subset1043",9.93633861954386
"subset1044",8.60157793636855
"subset1045",8.26538750192206
"subset1046",8.64255394457449
"subset1047",8.97568585410248
"subset1048",7.66445348821966
"subset1049",8.71647303098481
"subset105",8.09256535622989
"subset1050",8.94628604712121
"subset1051",9.09761958290026
"subset1052",8.66202958696878
"subset1053",8.5936707648602
"subset1054",8.22846570404398
"subset1055",8.94211645317655
"subset1056",9.73320386017446
"subset1057",8.32517432361438
"subset1058",8.19541102286793
"subset1059",7.74232354463275
"subset106",7.97892942885775
"subset1060",8.54315553226789
"subset1061",9.18521309230032
"subset1062",8.77504952779103
"subset1063",9.10403303926428
"subset1064",9.7679998586985
"subset1065",10.2634146341182
"subset1066",7.76783726054639
"subset1067",8.65088277517902
"subset1068",9.00360596817405
"subset1069",9.23527602820617
"subset107",9.51271493603548
"subset1070",10.0638106645499
"subset1071",10.6251682299285
"subset1072",8.70360549535666
"subset1073",8.34251312375064
"subset1074",8.25858470345085
"subset1075",8.63001820214565
"subset1076",7.28048424709602
"subset1077",8.3467911763215
"subset1078",8.53744769763399
"subset1079",9.24880258266728
"subset108",9.06278067136244
"subset1080",8.69206500136555
"subset1081",8.60466743940875
"subset1082",8.36631248997622
"subset1083",9.07994623294438
"subset1084",9.93588475836188
"subset1085",8.24419019054707
"subset1086",8.28792832383965
"subset1087",7.65367944942065
"subset1088",8.4941082540719
"subset1089",9.14419526185269
"subset109",9.27079569937967
"subset1090",8.25167383253382
"subset1091",7.78096132194392
"subset1092",8.53029207013424
"subset1093",8.85863657799316
"subset1094",7.24446156528918
"subset1095",8.13950191531444
"subset1096",8.42509020336814
"subset1097",7.99909265458813
"subset1098",8.73455965864499
"subset1099",9.3486106444366
"subset11",9.73210325948271
"subset110",10.2608241321269
"subset1100",8.43732590141258
"subset1101",8.52274224256189
"subset1102",8.97252526341485
"subset1103",7.54464178620705
"subset1104",8.61094871543253
"subset1105",8.80160523674502
"subset1106",8.0314464945127
"subset1107",8.40080282586575
"subset1108",7.02535524903655
"subset1109",8.09166217826203
"subset111",9.71043937104146
"subset1110",8.3295046421468
"subset1111",8.99803604109562
"subset1112",7.73189329788866
"subset1113",8.65569229477838
"subset1114",8.8095685539379
"subset1115",7.95831450531777
"subset1116",8.98517555965893
"subset1117",9.13894314339673
"subset1118",7.67759183842355
"subset1119",7.83146809758306
"subset112",9.33363838146108
"subset1120",8.89766635138683
"subset1121",8.28704108237516
"subset1122",8.42551674792189
"subset1123",7.69653034124874
"subset1124",8.53695914589999
"subset1125",9.18704615368078
"subset1126",8.57491736632218
"subset1127",7.7634876680189
"subset1128",8.51805858084943
"subset1129",8.84116292406814
"subset113",9.07942635881668
"subset1130",7.56770509907754
"subset1131",8.4627454491028
"subset1132",8.7483337371565
"subset1133",7.87941749037679
"subset1134",8.50817773323833
"subset1135",9.22893548022526
"subset1136",8.01395050963357
"subset1137",7.22227314406158
"subset1138",8.00039931789246
"subset1139",8.36697462963043
"subset114",8.95034330602071
"subset1140",7.00144262125632
"subset1141",7.89648297128157
"subset1142",8.24909748885489
"subset1143",7.23299974731512
"subset1144",7.78412385064879
"subset1145",8.62444397987834
"subset1146",7.85776003753252
"subset1147",8.64973833010634
"subset1148",8.93543529358176
"subset1149",9.64122961367475
"subset115",10.5147837879096
"subset1150",10.1518888929398
"subset1151",10.6455474993496
"subset1152",7.6425260628617
"subset1153",7.92822302633712
"subset1154",8.82315470094067
"subset1155",10.2171839174293
"subset1156",8.79296025007836
"subset1157",8.66504942086334
"subset1158",8.43657828790328
"subset1159",8.8063374817124
"subset116",9.74478860700042
"subset1160",7.45847783154844
"subset1161",8.51049737431359
"subset1162",8.37719001567558
"subset1163",9.5460294492242
"subset1164",8.84879542793907
"subset1165",8.78043660583049
"subset1166",8.41523154501427
"subset1167",9.12888229414685
"subset1168",9.55684932637034
"subset1169",8.60527987772351
"subset117",8.89224630766133
"subset1170",8.63170022609033
"subset1171",8.01476913659709
"subset1172",8.81560112423223
"subset1173",9.09453830949025
"subset1174",8.4447607838813
"subset1175",7.92674469436406
"subset1176",8.67938341688087
"subset1177",8.7083258051585
"subset1178",7.43754851663667
"subset1179",8.3205940312693
"subset118",8.66965204193576
"subset1180",8.31019684948991
"subset1181",8.10508643978468
"subset1182",8.45824277876901
"subset1183",9.09392215597908
"subset1184",8.75986219852527
"subset1185",8.70073582701431
"subset1186",9.14884454298159
"subset1187",7.72263537065947
"subset1188",8.77465491342462
"subset1189",8.64134755478662
"subset119",8.54983778719861
"subset1190",8.39253618168913
"subset1191",8.74457472811644
"subset1192",7.38644493621299
"subset1193",8.43846447897814
"subset1194",8.30515712034013
"subset1195",9.18252867544516
"subset1196",7.90074245219813
"subset1197",8.82454144908786
"subset1198",8.68232356299256
"subset1199",8.14280713966731
"subset12",8.90916313521114
"subset120",8.91112988710936
"subset1200",9.15767335861585
"subset1201",9.01545547252055
"subset1202",7.84644099273302
"subset1203",7.70422310663773
"subset1204",8.75624264940288
"subset1205",8.6481307695516
"subset1206",8.76928865017258
"subset1207",8.05762002842518
"subset1208",8.85845201606032
"subset1209",9.13738920131833
"subset121",7.57173733084378
"subset1210",8.76800431766967
"subset1211",7.92021809459242
"subset1212",8.67478900742294
"subset1213",8.70179920538685
"subset1214",7.76079205042503
"subset1215",8.64383756505766
"subset1216",8.63344038327827
