year,Model Uncertainty,Scenario Uncertainty,Inter-Annual Variability
1980,0.21964569089144553,0.0014393537141651424,0.7789149553943894
1981,0.18898281331096162,0.0007089834698205333,0.8103082032192178
1982,0.16074547738134798,0.0002746879026391439,0.8389798347160129
1983,0.1351042462814157,6.84946583658191e-05,0.8648272590602184
1984,0.11214150404024399,2.645096702229978e-05,0.8878320449927337
1985,0.091861497430577,9.147384047963691e-05,0.9080470287289434
1986,0.07420383505817803,0.0002152392826800244,0.9255809256591421
1987,0.059058530473095575,0.00035913191553712306,0.9405823376113673
1988,0.04628097374488038,0.0004943731086614009,0.9532246531464582
1989,0.03570564142976947,0.0006014997043873018,0.9636928588658432
1990,0.027157810174614414,0.0006693815536428472,0.9721728082717428
1991,0.020462939793125558,0.0006939545636559791,0.9788431056432185
1992,0.015453698826723834,0.0006768192468994843,0.9838694819263767
1993,0.011974811560429191,0.0006238204763454465,0.9874013679632254
1994,0.009886023462615618,0.0005436919788910959,0.9895702845584933
1995,0.009063525918378397,0.00044682046630112587,0.9904896536153204
1996,0.009400182581359558,0.00034416223887979,0.9902556551797607
1997,0.010804867497184022,0.0002463289058050233,0.9889488035970111
1998,0.013201184635264105,0.00016284803603489718,0.986635967328701
1999,0.01652578973705913,0.0001015974193553208,0.9833726128435855
2000,0.02072649157737214,6.840733894393514e-05,0.9792051010836839
2001,0.02576027015868289,6.682245032596424e-05,0.9741729073909912
2002,0.031591316407017275,9.801302865468325e-05,0.9683106705643281
2003,0.03818916948774205,0.0001608237856155239,0.9616500067266425
2004,0.04552700673221915,0.0002519469203547726,0.9542210463474261
2005,0.0535801226281553,0.0003662046957198895,0.9460536726761248
2006,0.06232461775531483,0.000496925279180718,0.9371784569655044
2007,0.07173630788822544,0.0006363943819764448,0.9276272977297981
2008,0.08178985111756143,0.0007763644152002272,0.9174337844672384
2009,0.0924580854040173,0.0009086020870680923,0.9066333125089147
2010,0.10371155890998329,0.0010254559012170565,0.8952629851887995
2011,0.11551823352424587,0.0011204253286107527,0.8833613411471434
2012,0.12784333698531472,0.0011887146942519224,0.8709679483204333
2013,0.14064933625205,0.0012277567929867349,0.8581229069549632
2014,0.15389600746521262,0.0012376927470862562,0.8448662997877011
2015,0.16754057449032558,0.0012217972503910113,0.8312376282592834
2016,0.18153789517560542,0.0011868401702439485,0.8172752646541507
2017,0.19584067242653486,0.0011433777351907205,0.8030159498382743
2018,0.2103996749048881,0.001105967938181363,0.7884943571569305
2019,0.22516395506355294,0.0010933068510507152,0.7737427380853964
2020,0.24008105591954482,0.0011282828181130647,0.7587906612623421
2021,0.25509720191128993,0.0012379469217495282,0.7436648511669605
2022,0.27015747655617217,0.001453398220696911,0.7283891252231309
2023,0.2852059869747657,0.001809582771185591,0.7129844302540487
2024,0.3001860256449986,0.0023450055885584895,0.6974689687664428
2025,0.3150402339069204,0.003101355110561029,0.6818584109825186
2026,0.32971078065690745,0.0041230405211513015,0.6661661788219413
2027,0.34413956520863953,0.005456642916493899,0.6504037918748666
2028,0.3582684555979785,0.007150283159826192,0.6345812612421954
2029,0.3720395701902538,0.009252910686375656,0.6187075191233704
2030,0.385395612282112,0.011813520662155613,0.6027908670557324
2031,0.3982802607662582,0.014880309176715966,0.5868394300570258
2032,0.41063861931869744,0.018499780307250246,0.5708616003740522
2033,0.42241772195722244,0.02271582169977993,0.5548664563429976
2034,0.43356708868554583,0.02756876959227839,0.5388641417221759
2035,0.44403932076908453,0.033094486851828836,0.5228661923790865
2036,0.4537907197084045,0.03932348114010245,0.506885799151493
2037,0.4627819147078451,0.04628009084489684,0.49093799444725816
2038,0.4709784740733529,0.053981768277549726,0.47503975764909734
2039,0.478351478792637,0.06243848745417267,0.4592100337531903
2040,0.4848780349712653,0.07165230192958733,0.4434696630991474
2041,0.4905417013610204,0.08161707348252548,0.4278412251564541
2042,0.4953328099264306,0.09231838732247608,0.4123488027510933
2043,0.4992486631268397,0.10373366181696042,0.39701767505619984
2044,0.502293595725173,0.11583245270988315,0.38187395156494386
2045,0.5044788922933982,0.12857694497498764,0.3669441627316143
2046,0.5058225606125267,0.14192261601838088,0.3522548233690923
2047,0.5063489669140938,0.15581904729283452,0.33783198579307167
2048,0.5060883436348264,0.17021085619558543,0.32370080016958824
2049,0.5050761881435637,0.18503871339202718,0.3098850984644091
2050,0.5033525714005725,0.20024041264206877,0.2964070159573587
2051,0.5009613834547357,0.21575195463316432,0.28328666191210006
2052,0.49794953884660553,0.23150861197984768,0.27054184917354673
2053,0.49436616940171574,0.2474459433357135,0.25818788726257075
2054,0.49026182695944853,0.26350073058033313,0.24623744246021836
2055,0.4856877199332969,0.2796118166614776,0.23470046340522546
2056,0.4806950007649165,0.2957208292727,0.22358416996238342
2057,0.4753341194227622,0.31177278111672563,0.21289309946051213
2058,0.4696542540328695,0.32771654239637243,0.20262920357075812
2059,0.46370282519538225,0.343505187230998,0.1927919875736197
2060,0.4575250969497875,0.3590962189992328,0.18337868405097968
2061,0.451163863316117,0.3744516852530068,0.17438445143087614
2062,0.44465921829688776,0.38953819174670273,0.1658025899564095
2063,0.4380484032189471,0.40432682984713364,0.15762476693391927
2064,0.4313657239381203,0.4187930316312587,0.14984124443062102
2065,0.4246425302998195,0.4329163656127056,0.14244110408747487
2066,0.4179072499270394,0.4466802864278562,0.1354124636451045
2067,0.41118546540566087,0.46007185276354673,0.1287426818307924
2068,0.40450002876961666,0.47308142225018146,0.12241854898020181
2069,0.3978712036393582,0.48570233522809847,0.11642646113254333
2070,0.39131682822866753,0.4979305948488862,0.11075257692244621
2071,0.38485249332741633,0.509764549973352,0.10538295669923177
2072,0.37849172810481324,0.5212045879173653,0.10030368397782137
2073,0.3722461906731097,0.532252839364573,0.0955009699623172
2074,0.3661258586664096,0.5429128995143273,0.0909612418192631
2075,0.36013921605458854,0.5531895679887988,0.08667121595661269
2076,0.3542934352885852,0.5630886071849959,0.0826179575264189
2077,0.34859455138905787,0.5726165211985309,0.07878892741241121
2078,0.34304762806300876,0.5817803538205677,0.07517201811642357
2079,0.33765691379913043,0.590587506382872,0.07175557981799757
2080,0.3324259885835683,0.5990455734621212,0.06852843795431039
2081,0.3273579004427945,0.6071621961848362,0.06547990337236922
2082,0.3224552918088418,0.6149449319077871,0.06259977628337107
2083,0.317720517073259,0.62240113793006,0.059878344996680995
2084,0.3131557503029957,0.629537869386601,0.057306380310403346
2085,0.30876308453584234,0.6363617890636963,0.054875126400461334
2086,0.30454462293857726,0.642879088197782,0.05257628886364081
2087,0.3005025627955191,0.64909541654651,0.050402020657970906
2088,0.29663927216546676,0.6550158215046005,0.04834490632993276
2089,0.2929573605084858,0.6606446944149776,0.04639794507653653
2090,0.28945974344572106,0.6659857235192338,0.044554533035045106
2091,0.28614970202180173,0.6710418529140625,0.04280844506413576
2092,0.28303093744019925,0.6758152461728506,0.04115381638695021
2093,0.2801076208681481,0.6803072549273667,0.03958512420448522
2094,0.27738443920779554,0.6845183912358451,0.03809716955635933
2095,0.27486663676149337,0.6884483037108537,0.03668505952765281
2096,0.27256005285836327,0.6920957571974429,0.03534418994419392
2097,0.27047115535539434,0.6954586160600735,0.03407022858453223
2098,0.26860707068691553,0.6985338302359122,0.0328590990771723
2099,0.2669756086841057,0.7013174258995575,0.031706965416336795
