year,Model Uncertainty,Scenario Uncertainty,Inter-Annual Variability
1980,0.023853351649438748,0.0024861394712675546,0.9736605088792937
1981,0.018236612036716594,0.0014508789895586942,0.9803125089737248
1982,0.01380328822970788,0.0007527956741306229,0.9854439160961616
1983,0.010371375230895527,0.0003197860131479997,0.9893088387559565
1984,0.007772744923189374,8.835248172737243e-05,0.9921389025950832
1985,0.005855749679885602,3.9130442851899676e-06,0.9941403372758293
1986,0.0044864427766941216,2.0644148114292564e-05,0.9954929130751915
1987,0.0035487544695161767,0.00010100328872647908,0.9963502422417573
1988,0.0029439253115912676,0.00021505130105887397,0.9968410233873499
1989,0.002589447101005663,0.0003396673957262632,0.9970708855032681
1990,0.002417709261998918,0.00045772503751509257,0.997124565700486
1991,0.002374497259112614,0.0005572752979170961,0.9970682274429704
1992,0.002417448782170277,0.0006307677414209929,0.9969517834764088
1993,0.0025145384557878716,0.0006743262273248964,0.9968111353168873
1994,0.0026426355867594452,0.0006870878812469511,0.9966702765319936
1995,0.0027861609633164953,0.0006706077721787832,0.9965432312645047
1996,0.0029358542001736605,0.0006283275521891073,0.9964358182476372
1997,0.003087655572780907,0.0005651046553922135,0.9963472397718268
1998,0.0032416994194731596,0.00048679742468497026,0.9962715031558419
1999,0.003401413657650813,0.00039990119554403797,0.9961986851468051
2000,0.0035727189894734237,0.0003112310267658184,0.9961160499837608
2001,0.003763319886700682,0.00022764677731410023,0.9960090333359852
2002,0.003982081047236266,0.0001558172210554298,0.9958621017317082
2003,0.00423848261858836,0.00010202017774058924,0.9956594972036711
2004,0.0045421491908701735,7.197647569877673e-05,0.9953858743334311
2005,0.004902447344038517,7.071564681654264e-05,0.9950268370091448
2006,0.005328148518158886,0.0001024717464478987,0.9945693797353932
2007,0.005827152655900213,0.00017060778996550293,0.9940022395541342
2008,0.006406270011496065,0.00027756725304200266,0.993316162735462
2009,0.007071057545695265,0.0004248511592325191,0.9925040912950722
2010,0.007825706768500015,0.0006130190606330112,0.9915612741708669
2011,0.00867297947939919,0.0008417120342282705,0.9904853084863725
2012,0.009614187467284287,0.0011096955627345091,0.9892761169699812
2013,0.010649212331242563,0.0014149202545375706,0.9879358674142199
2014,0.011776561174191178,0.0017545978973479614,0.9864688409284608
2015,0.01299345299437179,0.0021252901032175866,0.9848812569024107
2016,0.014295931795949308,0.0025230074594304176,0.9831810607446202
2017,0.01567900121633771,0.002943316229613986,0.9813776825540482
2018,0.017136775669239546,0.0033814500881369385,0.9794817742426235
2019,0.018662644019312936,0.0038324249915287047,0.9775049309891584
2020,0.020249440369783826,0.004291154455535501,0.9754594051746808
2021,0.02188961957319089,0.0047525634735242454,0.9733578169532849
2022,0.023575431595112283,0.005211699658434995,0.9712128687464527
2023,0.02529909359383401,0.005663839744695095,0.9690370666614709
2024,0.027052955386381933,0.006104590451173637,0.9668424541624444
2025,0.028829657353307062,0.00652998284446746,0.9646403598022254
2026,0.030622277672220193,0.006936559432199794,0.96244116289558
2027,0.0324244681494483,0.007321453544981657,0.96025407830557
2028,0.034230577956377795,0.00768246047157852,0.9580869615720438
2029,0.03603576362020079,0.008018100566549134,0.95594613581325
2030,0.03783608539381616,0.008327673461631022,0.9538362411445528
2031,0.039628589649143973,0.008611304236789036,0.951760106114067
2032,0.04141137748240767,0.00886998053828504,0.9497186419793072
2033,0.04318365788754599,0.009105580857945127,0.9477107612545089
2034,0.044945788127540964,0.009320894294898593,0.9457333175775604
2035,0.04669929886733266,0.009519630239540429,0.9437810708931269
2036,0.04844690461878547,0.00970641887662156,0.941846676504593
2037,0.050192500256840536,0.009886801242394746,0.9399206985007648
2038,0.051941141827322075,0.01006720838525462,0.9379916497874233
2039,0.05369901293029151,0.01025492918158188,0.9360460578881267
2040,0.05547337448906396,0.010458065782378043,0.934068559728558
2041,0.057272499618001335,0.01068547607299956,0.9320420243089992
2042,0.059105591896200786,0.01094670241759098,0.9299477056862082
2043,0.06098268658449728,0.011251886154657505,0.9277654272608452
2044,0.06291453685943406,0.011611667541330306,0.9254737955992356
2045,0.06491248306486232,0.01203707029063615,0.9230504466445014
2046,0.06698830612820296,0.012539371769708072,0.9204723221020891
2047,0.06915406810457177,0.013129958496468589,0.9177159733989596
2048,0.07142193827746823,0.013820168688345591,0.9147578930341862
2049,0.07380400969033896,0.014621122601358064,0.911574867708303
2050,0.07631210710918565,0.015543543082455922,0.9081443498083585
2051,0.07895759052647763,0.01659756904062258,0.9044448404328999
2052,0.08175115755770339,0.01779256468641671,0.90045627775588
2053,0.08470264999607856,0.01913692808030533,0.8961604219236161
2054,0.08782086806938788,0.020637903867336726,0.8915412280632754
2055,0.0911133983657671,0.022301403774251743,0.8865851978599811
2056,0.09458646079582937,0.02413183920076523,0.8812817000034054
2057,0.09824477875319447,0.02613197176865885,0.8756232494781467
2058,0.10209147843102465,0.02830278439721751,0.8696057371717578
2059,0.10612802031867513,0.030643378542355285,0.8632286011389696
2060,0.11035416829398507,0.033150898920306135,0.8564949327857088
2061,0.114767996524525,0.03582049008509212,0.8494115133903829
2062,0.1193659378643635,0.038645284794189355,0.8419887773414471
2063,0.12414287323211538,0.04161642559172879,0.8342407011761559
2064,0.12909226181463265,0.04472311864585452,0.8261846195395128
2065,0.13420630815465637,0.04795271760806184,0.8178409742372819
2066,0.13947616640938795,0.05129083557010768,0.8092329980205044
2067,0.14489217591050277,0.05472148064140562,0.8003863434480916
2068,0.15044412255042228,0.05822721153398573,0.7913286659155919
