year,Model Uncertainty,Scenario Uncertainty,Inter-Annual Variability
1980,0.1249323793257147,0.009891506723800651,0.8651761139504845
1981,0.10087102106211011,0.0064288225362576865,0.8927001564016321
1982,0.07992453106348621,0.003829493029134106,0.9162459759073797
1983,0.06207450995244892,0.0020026141689300308,0.9359228758786211
1984,0.04719717163295803,0.0008408742973002622,0.9519619540697417
1985,0.03508752823472875,0.00022925805909988008,0.9646832137061714
1986,0.02548492293279355,5.262216074383474e-05,0.9744624549064627
1987,0.01809698369338541,0.00020164965898086364,0.9817013666476337
1988,0.012620098224677601,0.0005770370172073262,0.9868028647581151
1989,0.008755508956645874,0.0010920280600923721,0.9901524629832616
1990,0.006220921197113424,0.001673563029876212,0.9921055157730104
1991,0.004758042111151173,0.0022623722123176326,0.9929795856765312
1992,0.004136743604182209,0.002812338270644452,0.9930509181251733
1993,0.004156625681351248,0.003289407096534901,0.9925539672221138
1994,0.00464671666124606,0.003670266966855101,0.9916830163718988
1995,0.005463939188892627,0.003940954168408065,0.9905951066426993
1996,0.006490839547761134,0.0040954897770095755,0.9894136706752293
1997,0.007632951421266107,0.00413460908305157,0.9882324394956823
1998,0.008816051417781204,0.004064614227817802,0.9871193343544009
1999,0.009983476870631175,0.0038963588723446956,0.9861201642570241
2000,0.011093606362820379,0.0036443596400952717,0.9852620339970845
2001,0.01211755581359692,0.0033260220731886033,0.9845564221132145
2002,0.013037109875278573,0.0029609652905592016,0.9840019248341622
2003,0.013842886952276999,0.002570428042533136,0.9835866850051899
2004,0.014532724245937573,0.0021767413975499086,0.9832905343565125
2005,0.015110262016495424,0.0018028538909889544,0.9830868840925155
2006,0.015583705115914602,0.0014718987831898167,0.9829443961008956
2007,0.015964739377875473,0.0012067951688695716,0.982828465453255
2008,0.01626758347475601,0.0010298777429766607,0.9827025387822673
2009,0.016508158426248597,0.000962552312753424,0.982529289260998
2010,0.016703361521987925,0.0010249765477056965,0.9822716619303064
2011,0.016870432647860947,0.0012357669417700989,0.981893800410369
2012,0.01702640536463259,0.0016117344683216457,0.9813618601670457
2013,0.017187636608849793,0.002167652333288577,0.9806447110578616
2014,0.017369410540791833,0.0029160591636549554,0.9797145302955532
2015,0.017585612663626446,0.0038671016256905722,0.978547285710683
2016,0.01784847318537287,0.0050284194002376305,0.9771231074143895
2017,0.018168376188710963,0.006405074535889238,0.9754265492753997
2018,0.01855373224061235,0.007999526753027715,0.9734467410063599
2019,0.019010911966088947,0.009811654751183707,0.9711774332827273
2020,0.01954423607723801,0.011838821253972351,0.9686169426687896
2021,0.020156017886985525,0.014075980014825852,0.9657680020981886
2022,0.0208466532570986,0.016515820039141642,0.9626375267037598
2023,0.02161475001462471,0.019148942596774608,0.9592363073886007
2024,0.02245729352100105,0.021964064357373515,0.9555786421216255
2025,0.023369837175744007,0.024948240882123413,0.9516819219421325
2026,0.024346714710281107,0.02808710404754254,0.9475661812421764
2027,0.02538126381974176,0.031365105771049,0.9432536304092092
2028,0.02646605684133504,0.03476576310312407,0.9387681800555409
2029,0.027593130734078875,0.03827189849987567,0.9341349707660455
2030,0.028754211023969547,0.04186586961956455,0.9293799193564659
2031,0.029940925698446544,0.04552978575587197,0.9245292885456815
2032,0.03114500432212656,0.049245707068345024,0.9196092886095285
2033,0.03235845907105436,0.05299582429930522,0.9146457166296404
2034,0.033573746527857,0.05676261735119883,0.9096636361209443
2035,0.03478390761878075,0.0605289930269522,0.904687099354267
2036,0.03598268562548118,0.06427840149031065,0.8997389128842083
2037,0.03716462209803193,0.06799493164248527,0.8948404462594828
2038,0.03832512980779413,0.07166338776414265,0.8900114824280633
2039,0.03946054545333572,0.07526934835288439,0.8852701061937799
2040,0.040568161564835926,0.07879920917779278,0.8806326292573713
2041,0.04164623894863622,0.08224021285004071,0.8761135482013231
2042,0.04269400112281005,0.08558046584409314,0.8717255330330969
2043,0.04371161271098548,0.08880894677515382,0.8674794405138606
2044,0.04470014127935629,0.09191550628435032,0.8633843524362934
2045,0.04566150580988995,0.0948908613182483,0.8594476328718619
2046,0.04659841230960541,0.09772658516218935,0.8556750025282053
2047,0.04751427627003614,0.10041509337023981,0.8520706303597241
2048,0.04841313546199796,0.10294962969393764,0.8486372348440644
2049,0.049299552010668934,0.10532424955330118,0.84537619843603
2050,0.05017850635509311,0.1075338043332765,0.8422876893116304
2051,0.0510552820701727,0.10957392498492263,0.8393707929449047
2052,0.051935344517832924,0.11144100753203878,0.8366236479501283
2053,0.05282421397238655,0.11313219722179507,0.8340435888058184
2054,0.053727333076181744,0.11464537532838688,0.8316272915954314
2055,0.05464993174285827,0.11597914367383852,0.8293709245833033
2056,0.055596889879986226,0.11713281063829932,0.8272702994817145
2057,0.05657260074576906,0.1181063751017867,0.8253210241524442
2058,0.057580835129286384,0.11890050875853891,0.8235186561121747
2059,0.058624609617223336,0.11951653639297802,0.8218588539897987
2060,0.05970606224342046,0.11995641277880184,0.8203375249777777
2061,0.060826335431134734,0.1202226951446492,0.8189509694242161
2062,0.06198547087288638,0.12031851134193793,0.8176960177851758
2063,0.06318232030799262,0.12024752315123766,0.8165701565407697
2064,0.06441447060101901,0.12001388119564553,0.8155716482033355
2065,0.0656781919532111,0.1196221768281429,0.814699631218646
2066,0.0669684090387775,0.11907738440684235,0.8139542065543801
2067,0.06827869869007334,0.11838479758503043,0.8133365037248962
2068,0.06960131799674021,0.11754995912060129,0.8128487228826585
