pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
2.4937758939068297e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.4937758939068297e-05
1.6919524589619765e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.6919524589619765e-05
2.0057381314246167e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.0057381314246167e-05
2.733771826658718e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.733771826658718e-05
3.738705782157746e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.738705782157746e-05
3.086283760086223e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.086283760086223e-05
3.916549601352366e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,3.916549601352366e-05
2.5257682326867705e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.5257682326867705e-05
5.6631681974559887e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,5.6631681974559887e-05
5.067549816308201e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.067549816308201e-05
5.010860608961716e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.010860608961716e-05
4.494547668857981e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.494547668857981e-05
1.7525817399099127e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,1.7525817399099127e-05
3.3695361896793744e-05,1980,CESM2-WACCM-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.3695361896793744e-05
