pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
1.8807067533955656e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,1.8807067533955656e-05
1.7644795496865763e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.7644795496865763e-05
2.720672933344346e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.720672933344346e-05
2.640065966012144e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.640065966012144e-05
3.5094104040156664e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.5094104040156664e-05
3.080437608858864e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.080437608858864e-05
5.2476112373487655e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.2476112373487655e-05
1.5280199476595367e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,1.5280199476595367e-05
0.0001071757963588,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,0.0001071757963588
4.42303738371097e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,4.42303738371097e-05
5.7891310322369525e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.7891310322369525e-05
6.518814557780612e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,6.518814557780612e-05
2.096480065136996e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.096480065136996e-05
3.073409279429664e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.073409279429664e-05
2.510017039598324e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.510017039598324e-05
2.152631295012625e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.152631295012625e-05
2.432903982460241e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.432903982460241e-05
1.5904719479123752e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.5904719479123752e-05
1.4483139637076069e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.4483139637076069e-05
1.4788122223178334e-06,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,1.4788122223178334e-06
3.833361138787409e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,3.833361138787409e-05
5.5297547607671735e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,5.5297547607671735e-05
3.265795423013031e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,3.265795423013031e-05
5.0135630801797366e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,5.0135630801797366e-05
1.7800837024229535e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,1.7800837024229535e-05
3.620761866471643e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,3.620761866471643e-05
3.669700579623522e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,3.669700579623522e-05
1.0243753479537312e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.0243753479537312e-05
1.2709944416314915e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.2709944416314915e-05
1.4665106860271016e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.4665106860271016e-05
2.2370530288982624e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.2370530288982624e-05
1.183200323653702e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.183200323653702e-05
1.0722339741719747e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,1.0722339741719747e-05
3.545813761119968e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,3.545813761119968e-05
3.777977031460013e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,3.777977031460013e-05
4.070206702444726e-06,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,4.070206702444726e-06
2.9812543477034977e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,2.9812543477034977e-05
8.384318208783011e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.384318208783011e-05
4.347222941859989e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,4.347222941859989e-05
1.8595182388498555e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,1.8595182388498555e-05
3.342890894231055e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,3.342890894231055e-05
2.014643401137912e-05,1980,BCC-ESM1,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.014643401137912e-05
