pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.371698029416111e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.662430540154614e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.084128546658456e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.6650925613404392e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.1721518594567404e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.122879738359174e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,4.0411228893597743e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.2763957665966997e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,7.139878663731363e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.811291924015689e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,4.367295682853792e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.5143766608307086e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.5608858471688823e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.461816694491515e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,3.0223621930740074e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.9452229263810422e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.3323868640977337e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.673114837181069e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.5378680040210688e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,2.9830453773353076e-06
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,4.9288543684407777e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,5.787543631038298e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,2.2066592276103e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,3.18898628668372e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,2.5194551210477642e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,3.536506929694528e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,3.180917293552914e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.2631646119778768e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.4290241705245027e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.795960159804181e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.0675218794843846e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.0242659853437023e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,7.24981194198162e-06
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,3.0493772181967518e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,3.865205900408157e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,2.626014588369954e-06
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.171865882469959e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,6.701602734192184e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,4.5402781011619245e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,1.9016501485019735e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,3.204141000600752e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,1.9314571334671476e-05
,1980,CESM2-FV2,historical,r1i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,3.37313618792169e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.380325882140334e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.699360931744546e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.1941666061549945e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.5086248183871332e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.843933474117589e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.3671731440609006e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,4.803946658425278e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.6816194157019952e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,6.286976543251354e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.567506687964332e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.10981656759177e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.751386879968736e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,1.569238105232219e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.0287368660090506e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.835240947934686e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.8716719868236267e-05
,1981,CESM2-FV2,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.4240109447182073e-05
