tas,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value,ann_agg
,1980,BCC-ESM1,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,265.57408834356585,265.57408834356585
,1980,BCC-ESM1,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,264.6278662239901,264.6278662239901
,1980,BCC-ESM1,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,280.5087863482178,280.5087863482178
,1980,BCC-ESM1,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,284.05005390561263,284.05005390561263
,1980,BCC-ESM1,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,284.9228228816792,284.9228228816792
,1980,BCC-ESM1,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,294.0010030188227,294.0010030188227
,1980,BCC-ESM1,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,299.7951368464669,299.7951368464669
,1980,BCC-ESM1,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,299.8532408715413,299.8532408715413
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,297.17154901229986,297.17154901229986
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,299.8240979177954,299.8240979177954
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,298.9335513229592,298.9335513229592
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,297.2612368505807,297.2612368505807
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,290.1613985783645,290.1613985783645
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,293.80124645660345,293.80124645660345
,1980,BCC-ESM1,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,282.18031521673004,282.18031521673004
,1980,BCC-ESM1,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,273.234563440541,273.234563440541
,1980,BCC-ESM1,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,279.8975181311942,279.8975181311942
,1980,BCC-ESM1,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,273.7131953112626,273.7131953112626
,1980,BCC-ESM1,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,289.86576891322574,289.86576891322574
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,298.9065071715917,298.9065071715917
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,300.9262178275127,300.9262178275127
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,298.6042475400109,298.6042475400109
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,299.0631939144544,299.0631939144544
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,297.44681561680795,297.44681561680795
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,294.8421957776024,294.8421957776024
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,296.2615157631592,296.2615157631592
,1980,BCC-ESM1,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,299.18252544862884,299.18252544862884
,1980,BCC-ESM1,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,257.315660630152,257.315660630152
,1980,BCC-ESM1,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,272.02952729332816,272.02952729332816
