pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym
2.5480070876759885e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.404569648454842e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.5911413985439692e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.6755286945619986e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.6201861705984534e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.5072107588144658e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.6135249950548516e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.665637671469406e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.6910417854526935e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.182875915091925e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.219796837943226e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.0121716962659488e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.104325188361025e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.141047709095031e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.098050626557416e-05,1985,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.05823512359219e-05,1986,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.072490393110821e-05,1987,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.162954889964955e-05,1988,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2028662773184435e-05,1989,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1591750289340253e-05,1990,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2302723915636502e-05,1991,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1113130352841737e-05,1992,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1637014784490695e-05,1993,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.109640713588981e-05,1994,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1276721182404584e-05,1995,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.146005672499841e-05,1996,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2920067075273955e-05,1997,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2865786374342605e-05,1998,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.195813680354051e-05,1999,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2476371594263975e-05,2000,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2023488863600723e-05,2001,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1687428528040493e-05,2002,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2109047490095045e-05,2003,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.210726996272474e-05,2004,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1550627515146777e-05,2005,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2800992368757456e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.160078490779929e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.167291856462999e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.149131226330308e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2198771060473127e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.4028577147376204e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2079350680154918e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.999921928109289e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2509174078352943e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.3653083234393216e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.7958790472016133e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
3.0457913739720403e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.803276786693435e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.884364752629098e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6117156807520904e-05,1985,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
3.0858569336707745e-05,1986,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.9348091523971108e-05,1987,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.232908513609576e-05,1988,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4992998465322958e-05,1989,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4428419004366997e-05,1990,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.81280421017151e-05,1991,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3131050763548024e-05,1992,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6248154957128624e-05,1993,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.461754906512441e-05,1994,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.286163804992993e-05,1995,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.629283526993007e-05,1996,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4045435868424687e-05,1997,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.999409924647872e-05,1998,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
3.096652753020007e-05,1999,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.8033062872705927e-05,2000,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.686796667342189e-05,2001,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.7065987494269054e-05,2002,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
3.032358980055426e-05,2003,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3906044741991915e-05,2004,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4419654802170735e-05,2005,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.7158899681749913e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6438554946699457e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.39903922904468e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.133083079259307e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.610584206066433e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.602152346357092e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.288014611118826e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.5134794258302432e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1876545665202603e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6224066045633645e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9075842654404606e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.8370880596215695e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.1925068046103694e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4601563280602273e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9051444423112884e-05,1985,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.1467810899702484e-05,1986,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.519309158346833e-05,1987,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5447063796040654e-05,1988,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.647988548078981e-05,1989,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.7470839018004415e-05,1990,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4186422144600104e-05,1991,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.7543451089881086e-05,1992,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.182126159294003e-05,1993,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2398009162750773e-05,1994,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.6500841386149047e-05,1995,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.585948063647316e-05,1996,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.608163250665236e-05,1997,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9335233784181348e-05,1998,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9308372875196324e-05,1999,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.211129104968889e-05,2000,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.728477975194977e-05,2001,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4560087089821837e-05,2002,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.089623869235162e-05,2003,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4563099613214065e-05,2004,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4240485002483214e-05,2005,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9501554346756908e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5571122326048586e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5004389666905266e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.936710063799813e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.0977648316837584e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.130506369825757e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9028731901797514e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.190343609660598e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.730689398568057e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.951064797985642e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.257314957946764e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.613070834042456e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.4865325128062465e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.591171422434708e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.405841894498733e-05,1985,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.440665051933622e-05,1986,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.380767377149475e-05,1987,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.362702420681138e-05,1988,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.3124988183783766e-05,1989,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.204507273867873e-05,1990,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.1691759299047036e-05,1991,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.4017139901902606e-05,1992,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.636604008751485e-05,1993,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.814824307020584e-05,1994,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.215090626035628e-05,1995,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.125341329433803e-05,1996,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.5587810559081825e-05,1997,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.1994649012350784e-05,1998,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.60130876222935e-05,1999,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.257544503186685e-05,2000,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.16927601375485e-05,2001,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.479512745947821e-05,2002,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.745323542702893e-05,2003,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.076973077688442e-05,2004,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.503614949558825e-05,2005,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.365329815196895e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.4074538167050784e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.097687621114925e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.220352347927475e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.23519138072363e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.232011062405806e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.3732021777816334e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.522903442671075e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.524116952248432e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
2.989586621709584e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4809320507012968e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.637183278441591e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4446458332379847e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.320065112746801e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7738389194654336e-05,1985,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7945596925830503e-05,1986,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.920951869903911e-05,1987,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1449552073516128e-05,1988,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.131416803044608e-05,1989,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7532060547300836e-05,1990,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.5253154478097557e-05,1991,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
3.0813024099064695e-05,1992,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7969035669303414e-05,1993,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0413924991595905e-05,1994,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.399517407396667e-05,1995,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.844763431069733e-05,1996,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.724845969525225e-05,1997,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.730367052146537e-05,1998,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.823366553518951e-05,1999,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.332984818765311e-05,2000,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2476700248452017e-05,2001,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3474925042459152e-05,2002,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0225298049918764e-05,2003,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.5054282540881175e-05,2004,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.536318197719587e-05,2005,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6471009267697965e-05,2006,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0854037649062067e-05,2007,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4410239258437296e-05,2008,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.517394733373319e-05,2009,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6265660626916158e-05,2010,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6294617870287163e-05,2011,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4704054519294592e-05,2012,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7360728664799728e-05,2013,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.69464551958071e-05,2014,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
4.988191159125493e-05,1980,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
5.3997744688631e-05,1981,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
5.4029601392648694e-05,1982,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
4.801337194916633e-05,1983,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
5.033869376492035e-05,1984,GFDL-ESM4,historical,r3i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
