value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,tas,ann_agg
298.3866177048129,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.3866177048129
258.3109164247322,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.3109164247322
272.6694814009502,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.6694814009502
269.1878211690061,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,269.1878211690061
265.32695454473463,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,265.32695454473463
287.4917729191385,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,287.4917729191385
280.44979237913043,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.44979237913043
272.72989047467865,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,272.72989047467865
287.3341845277262,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.3341845277262
300.9220449870881,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,300.9220449870881
299.69948673864104,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.69948673864104
300.3505408778692,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.3505408778692
299.92582488246984,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,299.92582488246984
296.4608885113849,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,296.4608885113849
293.9944499540827,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.9944499540827
288.5827172749412,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.5827172749412
287.35547448720257,1980,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.35547448720257
267.26691573815447,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,267.26691573815447
265.24393086199086,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,265.24393086199086
279.37974056733987,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,279.37974056733987
283.925816679002,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,283.925816679002
284.21984338838456,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,284.21984338838456
291.8893094299647,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,291.8893094299647
299.0119941961831,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,299.0119941961831
298.81618322386413,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,298.81618322386413
296.81193814045724,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,296.81193814045724
300.4952521904048,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,300.4952521904048
298.4895255142078,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,298.4895255142078
299.51260794366766,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,299.51260794366766
289.9025401649074,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,289.9025401649074
293.34703141472227,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.34703141472227
280.92956326457244,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,280.92956326457244
275.67604029285945,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,275.67604029285945
279.72922347530414,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,279.72922347530414
274.18661750088336,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,274.18661750088336
289.3102462647292,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.3102462647292
300.5764451716768,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Sahara,SAH,,300.5764451716768
301.0308467229797,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.0308467229797
300.64122183392175,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,300.64122183392175
299.75554087245257,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,299.75554087245257
298.0607474203783,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.0607474203783
294.80012963639246,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,294.80012963639246
296.3777111342146,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,296.3777111342146
298.11491687262065,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.11491687262065
258.33267439352335,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.33267439352335
272.3971969913486,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.3971969913486
269.17655278512945,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,269.17655278512945
265.65519337587807,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,265.65519337587807
287.14895405539204,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,287.14895405539204
280.0129881224227,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.0129881224227
272.58809079393296,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,272.58809079393296
287.849471146232,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.849471146232
300.69509145323013,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,300.69509145323013
299.6224326556222,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.6224326556222
300.2074915785236,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.2074915785236
299.6173456296185,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,299.6173456296185
296.13279691121573,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,296.13279691121573
293.2989280270271,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.2989280270271
288.64364286820927,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.64364286820927
287.2141819400984,1981,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.2141819400984
266.4875016624905,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,266.4875016624905
265.5663701756525,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,265.5663701756525
278.94355526179083,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,278.94355526179083
283.68041008585936,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,283.68041008585936
285.11127814653804,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,285.11127814653804
291.86337313129786,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,291.86337313129786
298.60617229312817,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,298.60617229312817
298.60335578062615,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,298.60335578062615
295.8300853320401,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,295.8300853320401
299.241339400144,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,299.241339400144
297.6585969213044,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,297.6585969213044
297.9962065378256,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,297.9962065378256
289.5632486044786,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,289.5632486044786
293.45288347773777,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.45288347773777
281.09385805127334,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.09385805127334
276.0223655722554,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,276.0223655722554
280.208728314655,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.208728314655
275.2259853963493,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,275.2259853963493
289.1440083347214,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.1440083347214
299.6650583720355,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Sahara,SAH,,299.6650583720355
300.517727916682,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,300.517727916682
300.1427520447241,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,300.1427520447241
299.26852351343405,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,299.26852351343405
297.6167424452371,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,297.6167424452371
294.1779740929857,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,294.1779740929857
295.4014942393332,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,295.4014942393332
297.7445831674981,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,297.7445831674981
257.50877571295194,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,257.50877571295194
272.8973963675779,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.8973963675779
268.6589164653983,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,268.6589164653983
264.8482457958507,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,264.8482457958507
287.4030336054692,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,287.4030336054692
279.4602932615758,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,279.4602932615758
272.1256179050825,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,272.1256179050825
287.22323373296325,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.22323373296325
300.43513035511955,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,300.43513035511955
298.4892501109262,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,S.Asia,SAS,,298.4892501109262
299.6537546587266,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,299.6537546587266
299.544000285885,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,299.544000285885
295.8678881189102,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,295.8678881189102
293.1194158777099,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.1194158777099
288.6264806018092,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.6264806018092
287.7976325422707,1982,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.7976325422707
266.37483576994765,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,266.37483576994765
264.5430890538185,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,264.5430890538185
278.78007688554226,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,278.78007688554226
284.1677050522125,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,284.1677050522125
284.5800657759081,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,284.5800657759081
292.0805477011086,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,292.0805477011086
298.9327876902151,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,298.9327876902151
298.72479798776584,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,298.72479798776584
296.2529701423414,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,296.2529701423414
299.44256984039345,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,299.44256984039345
298.01718467815067,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,298.01718467815067
298.2669912774395,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,298.2669912774395
289.58701215412674,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,289.58701215412674
293.6496423354502,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.6496423354502
280.7976104065068,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,280.7976104065068
276.4162028845356,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,276.4162028845356
280.7808930460384,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.7808930460384
276.6894033112925,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,276.6894033112925
289.14802563412314,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.14802563412314
299.1015462802458,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Sahara,SAH,,299.1015462802458
300.10711805927343,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,300.10711805927343
299.5912169181021,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,299.5912169181021
298.8969656618024,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,298.8969656618024
297.4394297884458,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,297.4394297884458
293.97045669161594,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,293.97045669161594
295.4089589429861,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,295.4089589429861
297.7230281740896,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,297.7230281740896
259.42070329155285,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,259.42070329155285
275.00055021557154,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,275.00055021557154
270.1380523953486,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,270.1380523953486
266.1904174869899,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,266.1904174869899
286.6880948429494,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,286.6880948429494
279.4165003859352,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,279.4165003859352
270.8072760135306,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,270.8072760135306
286.79172815632955,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,E.Asia,EAS,,286.79172815632955
299.8136700156004,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,299.8136700156004
297.849684428169,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,S.Asia,SAS,,297.849684428169
299.49274694140723,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,299.49274694140723
298.8977570358824,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,298.8977570358824
295.69347844380565,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,295.69347844380565
292.54886619078883,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,292.54886619078883
288.7789835690115,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.7789835690115
287.6696350591621,1983,GISS-E2-1-G,historical,r101i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.6696350591621
266.85116804450143,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,266.85116804450143
264.86505886744584,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,264.86505886744584
278.7105243435445,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,278.7105243435445
282.99017031633844,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,282.99017031633844
285.0206876564247,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,285.0206876564247
291.51330220680944,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,291.51330220680944
299.8262709594234,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,299.8262709594234
298.9843449047113,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,298.9843449047113
297.9291524302741,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,297.9291524302741
301.3652318819443,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.3652318819443
299.2611486804472,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.2611486804472
300.1196940003908,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,300.1196940003908
289.9594508169525,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,289.9594508169525
293.97636420807186,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.97636420807186
280.42243045481814,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,280.42243045481814
274.85263796788405,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,274.85263796788405
280.7649169515232,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.7649169515232
276.325751269505,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,276.325751269505
289.0286331454311,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.0286331454311
299.992846659489,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Sahara,SAH,,299.992846659489
301.3025693950554,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.3025693950554
300.70270990376065,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,300.70270990376065
299.7867785715676,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,299.7867785715676
298.1729883062632,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.1729883062632
294.4300398395596,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,294.4300398395596
296.2442334700672,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,296.2442334700672
298.3124623399927,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.3124623399927
259.9328698147296,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,259.9328698147296
274.21231681936086,1984,GISS-E2-1-G,historical,r101i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,274.21231681936086
