pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.353999588368771e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.8692447627194595e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.6185274487335497e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.057059924456829e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.689992791421692e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.16152820937276e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,3.109162314832882e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,1.5369801166212438e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,8.67524119746354e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,4.264133072867578e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,4.511004847032076e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,5.971561793549188e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,1.8418586477516733e-05
,1980,CMCC-CM2-HR4,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,4.0988300758937653e-05
