pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
2.0296593728335837e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.0296593728335837e-05
1.778085567946139e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.778085567946139e-05
2.905987404884885e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.905987404884885e-05
3.06160557171651e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,3.06160557171651e-05
4.440116501809893e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.440116501809893e-05
3.3017359450178273e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.3017359450178273e-05
2.3944276117173898e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,2.3944276117173898e-05
2.271866647132665e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.271866647132665e-05
8.083391397631645e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,8.083391397631645e-05
5.055744701768101e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.055744701768101e-05
4.5529604182221706e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,4.5529604182221706e-05
4.213809855645746e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.213809855645746e-05
2.304182553644142e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.304182553644142e-05
1.6853108734085686e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,1.6853108734085686e-05
2.847923925883785e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.847923925883785e-05
2.7559008192866512e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.7559008192866512e-05
2.5651548466073934e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.5651548466073934e-05
1.7795018416269633e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.7795018416269633e-05
1.506350220023454e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.506350220023454e-05
3.661487084380312e-06,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,3.661487084380312e-06
3.4109898192185614e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,3.4109898192185614e-05
3.75779610074573e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,3.75779610074573e-05
1.6156822272902975e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,1.6156822272902975e-05
3.702983742664651e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,3.702983742664651e-05
1.7483968835183268e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,1.7483968835183268e-05
3.287418436621527e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,3.287418436621527e-05
3.564325682888916e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,3.564325682888916e-05
1.16292128188212e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.16292128188212e-05
1.3157839052253267e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.3157839052253267e-05
1.427684360297467e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.427684360297467e-05
2.584882965299415e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.584882965299415e-05
1.2664673911213754e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.2664673911213754e-05
1.1505852782084653e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,1.1505852782084653e-05
3.210516427607652e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,3.210516427607652e-05
4.117647968493257e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,4.117647968493257e-05
5.761834608709335e-06,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,5.761834608709335e-06
3.499321191184678e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.499321191184678e-05
7.251022668806714e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,7.251022668806714e-05
3.5425519552486056e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,3.5425519552486056e-05
1.0590150390089444e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,1.0590150390089444e-05
2.2533907431733337e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,2.2533907431733337e-05
2.0226410051009968e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.0226410051009968e-05
3.465531616883155e-05,1980,GISS-E2-1-H,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,3.465531616883155e-05
2.1515601576086356e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.1515601576086356e-05
1.767280299157322e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.767280299157322e-05
2.774467228603397e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.774467228603397e-05
3.031107018951634e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,3.031107018951634e-05
4.397911676445288e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.397911676445288e-05
3.4308627496500376e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.4308627496500376e-05
3.025785399158065e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,3.025785399158065e-05
2.489757355232623e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.489757355232623e-05
7.722139711416626e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,7.722139711416626e-05
4.0427258245820295e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,4.0427258245820295e-05
3.499954209527408e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,3.499954209527408e-05
4.10009045511826e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.10009045511826e-05
2.8999363456112057e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.8999363456112057e-05
1.93936800798649e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,1.93936800798649e-05
2.576756493464392e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.576756493464392e-05
2.897677871585986e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.897677871585986e-05
2.4328808889634783e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.4328808889634783e-05
1.6166578599084528e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.6166578599084528e-05
1.7999772170337313e-05,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.7999772170337313e-05
4.137073384610677e-06,1981,GISS-E2-1-H,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,4.137073384610677e-06
