ann_agg,year,esm,experiment,ensemble,variable,continent,type,name,acronym
270.09746924980806,1980,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
267.3554296468029,1981,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
267.1842354574534,1982,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.4490080893665,1983,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.09520596310523,1984,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
268.50528924193776,1985,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
268.66030320185945,1986,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.5740190276941,1987,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.4440818528374,1988,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.5842852245656,1989,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.15876998408265,1990,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.54514169530836,1991,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.2779693890101,1992,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.8963038316696,1993,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
268.5399523519993,1994,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.05440277081044,1995,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.76988898053446,1996,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.7343272725115,1997,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
268.87509968043884,1998,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
271.1886965166263,1999,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.9493974687166,2000,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.5252752618882,2001,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.618196361,2002,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.8828493963661,2003,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
268.7974301331233,2004,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.93496744507235,2005,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.5904171016948,2006,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
269.6025629060801,2007,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
270.2672599783346,2008,GFDL-ESM4,historical,r3i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN
