pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
2.080612440281305e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.080612440281305e-05
1.655210014023419e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.655210014023419e-05
1.847266742921749e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,1.847266742921749e-05
1.8860703202939908e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,1.8860703202939908e-05
3.62750458746576e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.62750458746576e-05
2.4432363820649723e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.4432363820649723e-05
6.050575638274908e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,6.050575638274908e-05
3.239671932336652e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,3.239671932336652e-05
4.520387854932108e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,4.520387854932108e-05
6.227356903270384e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,6.227356903270384e-05
4.203540542447384e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,4.203540542447384e-05
5.659662582412116e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,5.659662582412116e-05
1.7123368552550947e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,1.7123368552550947e-05
2.931335297015184e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,2.931335297015184e-05
2.651319416815117e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.651319416815117e-05
2.9196633820422263e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.9196633820422263e-05
2.3498872264985485e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.3498872264985485e-05
1.9029056118811418e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.9029056118811418e-05
1.117974416409265e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.117974416409265e-05
2.8329372995787665e-06,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,2.8329372995787665e-06
4.24100096825595e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,4.24100096825595e-05
3.561447808106407e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,3.561447808106407e-05
1.8305186947083917e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,1.8305186947083917e-05
3.543666044964461e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,3.543666044964461e-05
1.8732795029407447e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,1.8732795029407447e-05
4.3685426633039e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,4.3685426633039e-05
5.4241910288987374e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,5.4241910288987374e-05
1.2428157924811276e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.2428157924811276e-05
1.272672042121816e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.272672042121816e-05
1.4768125506317238e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.4768125506317238e-05
2.3238660466603036e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.3238660466603036e-05
6.312477461436657e-06,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,6.312477461436657e-06
9.980789407437296e-06,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,9.980789407437296e-06
3.32150148409612e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,3.32150148409612e-05
4.301077975597204e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,4.301077975597204e-05
2.1668473260317287e-06,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,2.1668473260317287e-06
4.251079225823799e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,4.251079225823799e-05
8.951192037057637e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.951192037057637e-05
5.213157493304463e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,5.213157493304463e-05
2.5380857725957253e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,2.5380857725957253e-05
4.8538125535791664e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,4.8538125535791664e-05
2.2769239482176116e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.2769239482176116e-05
3.993115241956302e-05,1980,SAM0-UNICON,historical,r1i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,3.993115241956302e-05
2.034936196877011e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.034936196877011e-05
1.568070467673168e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.568070467673168e-05
2.3532487063555684e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.3532487063555684e-05
2.496836039234485e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.496836039234485e-05
4.215124764390924e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.215124764390924e-05
2.639522790486049e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.639522790486049e-05
5.1695670804311965e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.1695670804311965e-05
3.328120409840127e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,3.328120409840127e-05
4.139211122533783e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,4.139211122533783e-05
5.492350574301848e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.492350574301848e-05
3.717013614334916e-05,1981,SAM0-UNICON,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,3.717013614334916e-05
