pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym
2.2464383704435023e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0910775418642942e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0274100633399928e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.128865394456192e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1710610695229003e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
1.994547185711868e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.099225234994913e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.171826527534866e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1351297842275653e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1645325317530107e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1519667081844575e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.031644576286052e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.161653494202688e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.108827339320491e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.118211614583666e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0298780448683355e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2581417542105684e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2006203349572443e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0537335405184854e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0827448871198104e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.117609809335146e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2412063662469995e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.334425317924035e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.177412309066041e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1381061514963727e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0793131843826264e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2472816906035033e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2523757734329584e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2609644181818643e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2957464391702983e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1456034120961542e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1627567586491104e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.1064242833363163e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2542619260208825e-05,2013,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.2298478566821678e-05,2014,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
1.7557152586238808e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7587111573945706e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.689999654656351e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7586839682872947e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7845264016645805e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7382372145055095e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7027886516989444e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.5811890878247314e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8667674313586318e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.746569210005239e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8602570218802422e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.6932877135087243e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7888124745604436e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7776415933764722e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7493622141885474e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7072559703210203e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.673007773904716e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.9275234072687737e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8356417806859634e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.836105697392702e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.832286894321143e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.895657536355546e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.76992780430737e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7631681292860182e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8315213412311803e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7773516434665605e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7693068663909284e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.81872016574855e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7472477201227984e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8874236333936815e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7152972914224276e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7457357292364608e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.773670488670126e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.856235871824917e-05,2013,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8548426560823555e-05,2014,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.290026128250135e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3517130540465985e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2783128410155995e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.049367815172577e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.524170782720954e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4428024717296803e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.495720881332604e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.211082738181362e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.249913193806956e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3275090369093163e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9228729490706715e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1005200921808304e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.52312005191048e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.426528459720583e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0402974033731813e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1716931955325944e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0206780667747094e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4022762466962405e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3983325098916036e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6950995967598817e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2513847248609042e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0608628939957996e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.883289429927533e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1572403806993343e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1734496872421848e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.160528806652154e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2038077336735982e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0720951763171688e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3246482350643044e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2435506830025094e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3441598626222873e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1038721728222292e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.284125821572431e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0859249610485626e-05,2013,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9359348196278067e-05,2014,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6611158671834078e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.208041647705879e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2034740290368072e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4238957073086653e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.126156128053919e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2867158936433953e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.459312834336285e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.415217047461028e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4694659170070735e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.277740207562176e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.3553289175128348e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.6152420156560856e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.365909912626777e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5005639836476145e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.627223482495802e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.6915086176888683e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5618911274049304e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4268841795065886e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5850461001048064e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4668687746275835e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.788473699956433e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.505443011563955e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.477776880621899e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2629826359728753e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1021296358301876e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.0893698071766287e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.843450868000094e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.137055569810516e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.7524975619309965e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1380335068249776e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.9207833401680312e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2299693324002805e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.517029701271868e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2492446942894953e-05,2013,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.3046736815892546e-05,2014,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.748754576568647e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5556024114349525e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.819448162696766e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.7467609272637996e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.198706052545228e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.4376483641630384e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.7544396349929695e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.546256064283338e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.555640257386987e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.605176359076623e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.30238069932911e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.2760441785613826e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.882716807288552e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.589346682357729e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.890076233226516e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.918284680310414e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.648807056327455e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.606951858408101e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8035149987426875e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5476562066310816e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.4822340014978846e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.561445394549928e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.760482882074265e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.9129345906975797e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6671781365043924e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.0787894273066895e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.835957782394879e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.555138976523399e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8240131021802586e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.215284144965571e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.157198376530799e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.814823068383848e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8335376530346e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5938517582785544e-05,2013,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6021196556826634e-05,2014,CAMS-CSM1-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
2.8563327828470974e-05,1980,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.5126395699991084e-05,1981,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4327672964736467e-05,1982,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.9000645552230338e-05,1983,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.719639941363447e-05,1984,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2630393210331945e-05,1985,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.702781352190605e-05,1986,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4141511315545956e-05,1987,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.665783495562938e-05,1988,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4797918521913317e-05,1989,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6996210088806415e-05,1990,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7558144003496772e-05,1991,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4548787053923058e-05,1992,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3770350821868312e-05,1993,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3619404331157252e-05,1994,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3853900314409837e-05,1995,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.563789862383557e-05,1996,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3684508589827807e-05,1997,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1365495956844765e-05,1998,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4557711140062783e-05,1999,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6790220220598717e-05,2000,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2529853720571817e-05,2001,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2392116826601915e-05,2002,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
