pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym
1.931516865040968e-05,2003,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1523121506762104e-05,2004,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2547904047709577e-05,2005,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0622748616545954e-05,2006,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.375710211265647e-05,2007,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.6499862463929408e-05,2008,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.416917093400434e-05,2009,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4870228614255443e-05,2010,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.669283953551387e-05,2011,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7551356176570182e-05,2012,CAMS-CSM1-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
