pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.5271444e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.9100402e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,3.414609e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.9520932e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.334234e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.7372778e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.3634114e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.7073247e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,8.239035e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,6.188955e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,6.234885e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,5.1113788e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.6975182e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,2.911689e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.852515e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.6437985e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.3613793e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.8529281e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.4133936e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,1.3490763e-06
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,4.0170286e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,4.5238135e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,2.9149283e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,4.4652053e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,2.539269e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,3.873846e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,4.3413947e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.3837897e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.8356723e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.6394833e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.9103676e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.1361438e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,5.8971277e-06
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,2.4956227e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,4.1704097e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,6.333808e-06
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.7858303e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.9470144e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,5.0764953e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,2.1491047e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,4.371138e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.4785559e-05
,1980,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,4.3289114e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.375507e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.8100538e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,3.3312932e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.981574e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.422558e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.9599765e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.1762927e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.5595875e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,8.413807e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,6.401823e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.293848e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.660344e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.9792825e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.0114525e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.7368404e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.6997179e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.611689e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.8438503e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.3460674e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,1.1462283e-06
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,4.347763e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,4.87029e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,2.494857e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,4.085884e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,2.5123134e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,3.830485e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,4.1533433e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.5043245e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.5150406e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.5397249e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.6515108e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.0375147e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,5.5922064e-06
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,2.6114913e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,4.3105352e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,1.7619158e-06
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.304771e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.7995555e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,4.4929533e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,1.7046445e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,4.8090427e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.3127724e-05
,1981,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,4.4064032e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.6131644e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.8673161e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.8325376e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.5092588e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.3192165e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.7458695e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.2846928e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,2.6553882e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,7.995296e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,5.7266796e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,6.142366e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,4.7338704e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.605589e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,2.9265442e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,2.8981021e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.6823423e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.676846e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.7163875e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.3789969e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Sahara,SAH,8.2259413e-07
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,3.8981645e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,4.7439346e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,3.079793e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,4.886014e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,2.6055344e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,4.2212778e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,AFRICA,Land,Madagascar,MDG,3.7972477e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.3874286e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.563101e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.6522203e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.8173801e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.0764673e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,5.604527e-06
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,2.4365598e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,E.Asia,EAS,3.848436e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,3.65869e-06
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.2458152e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.8339475e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,5.2078085e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,2.1417974e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,3.7479364e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.1746158e-05
,1982,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,4.285101e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.434504e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,2.0087855e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.9910158e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.327255e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,4.389657e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.0347577e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,5.8513717e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,3.2061125e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,8.326461e-05
,1983,IPSL-CM6A-LR-INCA,historical,r1i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,6.681565e-05
