pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.5974704983114047e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.6371187052169455e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,3.152731416059633e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.1375496018980844e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.784953196601192e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,2.798867112639975e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,2.8162232214150573e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,1.701661185659065e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,6.670412941066856e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,3.641140437558832e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.696510037275137e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,6.380739994091514e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.2511016164335497e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.108756677619754e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,3.328598932216932e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.721706943605727e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.4002753314355002e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.5799652345834546e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.8536908798872535e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,4.6898745386209255e-06
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,4.7721795449534176e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,5.649893260103308e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,1.8420655533172185e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,3.5798170194998914e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,2.15780387606077e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,4.152215350134723e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,4.159048756647294e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,1.264832931307142e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,1.4565588525717362e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,1.4739138471148192e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,2.4103341666449252e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,1.33197477156927e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,1.1105799486534919e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,3.034036732836231e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,4.033173156145564e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,3.1812973779010593e-06
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,3.2822685596948454e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,8.315797144052522e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,4.552745673646701e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,1.70822508806509e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,3.2424269573378085e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,2.4676953506576988e-05
,1980,E3SM-1-0,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,3.770759548395455e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,2.6846148398293325e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,1.7256574633219425e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,2.585990366870617e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,2.0470172462146234e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,3.724118477971349e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,3.200574176949871e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,3.208583857074603e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,1.8889667106532048e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,6.522054052873313e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,3.999764396693091e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,5.985228441626768e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,6.045391819250635e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,2.2086478288331542e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,3.14096388044335e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,3.255824993191406e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,2.7130137360461756e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,2.50718684091696e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,1.4735796723104332e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,1.8074899617716198e-05
,1981,E3SM-1-0,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,4.325937419799355e-06
