tas,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,266.298135372119
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,262.68151419373834
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,278.5663561841521
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,283.07472652020573
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,283.0951772525137
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,291.2790069198143
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,298.6257045285295
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,297.12085792536027
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,296.8473906874315
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,299.3592324480749
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,296.8404825082359
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,297.2597596312912
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,289.64099357027976
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,292.69625988177796
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,279.9292771679854
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,272.09648360213265
,1980,GISS-E2-2-H,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,279.2509970073517
