tas,year,esm,experiment,ensemble,variable,continent,type,name,acronym,value
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,267.3196914594724
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,265.1281581225588
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,279.0102591814594
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,283.4827712737101
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,284.805113093451
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,292.90327799592615
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,300.19845303497544
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,298.56242483492514
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,298.12911826060883
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,299.98911193265513
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,298.13253968090476
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,298.78893319575155
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,291.3320226668511
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,294.7964571783662
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,281.55688317376683
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,N.Europe,NEU,274.98734263215584
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,280.48908691868866
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,E.Europe,EEU,275.9144902922181
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,289.9404163259547
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Sahara,SAH,299.6587100379541
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,300.5491229453334
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,300.0075825223303
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,299.38409543937274
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,297.34780926314374
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,295.3907171288726
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,296.0652417917209
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Madagascar,MDG,298.239650268817
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,260.0653905362345
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,W.Siberia,WSB,273.1939227390076
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.Siberia,ESB,268.86639110935073
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,269.3503174878073
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,286.6470598716174
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,278.83183389918736
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,270.24503612150255
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.Asia,EAS,287.01633105476765
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,300.7532398225101
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,S.Asia,SAS,298.84309801630553
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,299.73644670472487
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,299.06911966334707
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,296.1089303133139
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,293.3324194332505
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,289.08792353413514
,1980,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,288.1159686635958
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,270.517132863054
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,266.5501959061321
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,280.90584531115616
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,283.7339013718306
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,284.30305317552813
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,292.6745331778407
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,300.5089314103098
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,298.9557534745813
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,299.27162722792605
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,301.43696699549224
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,299.3407147487077
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,300.25962459153993
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,291.6449555013115
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,294.5219596501226
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,281.13658756719553
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,N.Europe,NEU,275.6009136015812
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,281.36748792709153
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE,Land,E.Europe,EEU,275.8343242687905
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,289.9869617151985
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Sahara,SAH,300.114713835097
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,301.2527405170171
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,300.37721222225736
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,299.80724465480984
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,297.9708281051348
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,295.31416289280054
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,296.0438392760413
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,AFRICA,Land,Madagascar,MDG,298.6560744462782
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,260.06312557412645
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,W.Siberia,WSB,272.5758180373263
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.Siberia,ESB,268.6893918811289
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,268.55100011667054
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,286.8302773390016
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,279.2658098630459
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,270.45211843111076
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,E.Asia,EAS,287.2759409734063
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,301.1263684667789
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land,S.Asia,SAS,299.0815271421262
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,300.2386889124892
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,299.4480757864458
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,295.70170230777114
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,293.5706736791315
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,288.846715949267
,1981,GISS-E2-1-H,historical,r10i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,288.85641126970984
,1982,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,270.54833500589626
,1982,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,267.0392261031616
,1982,GISS-E2-1-H,historical,r10i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,281.0432327334988
