value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,pr
2.5911911548074286e-05,2003,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.3600736491094909e-05,2003,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.2320750024109585e-05,2003,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.955013441761615e-05,2003,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.3227254794734694e-05,2003,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0730031564067654e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.937281753550054e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.2959959695652576e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.7794801386022736e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.0319334655200034e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.2527484918186687e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
4.379167236425887e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
3.8930361013491455e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.296284986402987e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
6.076605074824885e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.115702734298506e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.5531486996784325e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.2416944339238124e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.469934527571934e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.5835962958754398e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
3.146017620922514e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.478522648779752e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.069932453076111e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.5291216964744524e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.367964601600561e-06,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.2442153554930726e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.777809522904826e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
2.0651053182273543e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.185913775719587e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.3614281204660952e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
3.0047193364062855e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.0738039026283604e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1729115685242148e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.6988186589371318e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4298271537551529e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
1.918187542156708e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.508708960479988e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.4507645050201279e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.3877774426073967e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.275962644078991e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,
5.052009218323585e-06,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.338394755941511e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.86696951608938e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.4352784616970716e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.1432889210047095e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.6165292306522338e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.9586382350890365e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.146507615848415e-05,2004,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.1564330671693205e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.8673266491919497e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.1026905800181956e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.2884957328847864e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.932671850206789e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.781854030638778e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.639895478577703e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.622580454285401e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.838466692982938e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
6.16879303620227e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.960380178006252e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
4.023101077556898e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.140248051155125e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.33594318500104e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.7477016429204644e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.8906043073470352e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.4458332237309535e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.0978281609783562e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.3689662342908885e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
2.6271000945039456e-06,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.006984958367832e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.373307027970944e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.4657945911936248e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.117743577048939e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.3911386277301027e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.7431348883419542e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.101561724107304e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.2097040530272888e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.754505452293458e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.5178523811208976e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.4847129024408505e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.0500725778469875e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2302664674102585e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.7435867903492195e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.603004495993037e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,
3.533701605587209e-06,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.84256971895309e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,
9.038345107418606e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.5242161919503595e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.3678307931892586e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
3.240820400256309e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.0036551751756042e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.601616234610578e-05,2005,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0536451766142376e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9203271569683918e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.1732587267365655e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.739645162215171e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.946179507608398e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.6376429740268052e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.9657010989244475e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.49193162072105e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.442731237613792e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.970200774931157e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.7950123662541395e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.8273993667588517e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.8783665329911122e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.1237858993454536e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.7526497461807272e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.9233417338403005e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.8512526820163202e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
1.9517582971463468e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.4311115212406561e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
2.9702997800365353e-06,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.0541632585220396e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.530791716133261e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.4071787040056438e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.2916083522188293e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.6058653547147577e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.9258007944238054e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.955580303598048e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1137665043367656e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.3513379166961232e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.2715645815320115e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.447493529103548e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.303069232294725e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2781511810777536e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.7038796434626105e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.099495641101488e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.2754036648530676e-06,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.5634667537698476e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.192596617374707e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.255781039957645e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.2558376629105335e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.4991399784065914e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.9981254183955917e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.5944554214150355e-05,2006,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.983408093737817e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.676059341934949e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.913825122682239e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.8476475295334587e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.4451853653998094e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.5989000519897068e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.4523299071973633e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.1686870250833444e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
5.503528892807812e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
3.659600629255973e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.471536298598092e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.207013396239252e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.140219032105366e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.452930543370369e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.649457307909342e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.9796754437275734e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.2622981156356537e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.0446052779007622e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6064019625911364e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.7192848625677366e-06,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.8392428232807987e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.754250184201149e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.6106738849174934e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.0454842378203318e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.604124483684891e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.800402134370396e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.8571652702619424e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.0883246940641095e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.6553935262144588e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3251387826591221e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.1923028412861883e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.665172770757612e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.3098248108487474e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.7002429563362593e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.9747860916825436e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,
7.335186927911004e-06,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.429107277714477e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,
6.988741683517913e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.6899400678748194e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.1717214212284156e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
1.6020650828847316e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.0307306742872792e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.0803749228685674e-05,2007,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.9216728922032573e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9584950413721316e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.816197015988342e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.6846815143975895e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.3480047796583515e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.3548579761213998e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.176281790517629e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
3.196001670348229e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.849812379755446e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.311552634683702e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.9374551538057615e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.246358907423101e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.9160973798637574e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
3.128795884074174e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.520091717155769e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.970071303419071e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.7473831501982295e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.03922342369475e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6608066203233607e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.190597168692379e-06,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.6723593644084365e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.439926180340696e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.6677598739602345e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.3123793583392815e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.4043946838819828e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.99370811889108e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.287870575332535e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1828790709528341e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.6778299137097496e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4582531763398501e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.2026297396686235e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.6312126295242574e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2996024382050843e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.3492892823826624e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.3443008080419415e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.684877857647755e-06,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.654707136098565e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land,S.Asia,SAS,
6.938244328159139e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.5016795585873242e-05,2008,GISS-E2-1-G,historical,r2i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
